Captures,Endgame,Middlegame,Major Pieces,Minor Pieces,Pawn
0.11946840029128035,0.262398898659706,0.2774920746054555,0.149897003903327,0.1587829799470833,0.258503077124928
0.11946084503064774,0.24440298122761528,0.2648173529347316,0.18654890180489192,0.08971259161262428,0.16886604482421763
0.09839889020486536,0.25514742393075596,0.2567135332068335,0.17793944499567196,0.09463101886851849,0.12433677428096171
0.04352771866678278,0.25511215660300135,0.22082177504479136,0.21535338561849623,0.07661504216662343,0.08048750859062465
0.025475003379353663,0.31575947927121334,0.1718461320310928,0.16178841133811084,0.11817546269597541,0.05942734038218767
0.1187973501898223,0.2200829244017078,0.2534940216360445,0.23207206065085975,0.09574895516740033,0.15548641110698855
0.05710156014050393,0.2481426388505505,0.15318048348321608,0.12626757014585935,0.08233909283377779,0.08423126551015625
